,0,1,2,3,4,5,6
3944,jackspi01,Pierre Jackson,2017,1,j,https://www.basketball-reference.com/players/j/jackspi01.html,
3945,russepi01,Pierre Russell,1972-1973,0,r,https://www.basketball-reference.com/players/r/russepi01.html,
3946,doziepj01,PJ Dozier,2018,1,d,https://www.basketball-reference.com/players/d/doziepj01.html,
3947,lottpl01,Plummer Lott,1968-1969,0,l,https://www.basketball-reference.com/players/l/lottpl01.html,
3948,richapo01,Pooh Richardson,1990-1999,0,r,https://www.basketball-reference.com/players/r/richapo01.html,
3949,goodwpo01,Pop Goodwin,1947-1948,0,g,https://www.basketball-reference.com/players/g/goodwpo01.html,
3950,jonespo01,Popeye Jones,1994-2004,0,j,https://www.basketball-reference.com/players/j/jonespo01.html,
3951,mensapo01,Pops Mensah-Bonsu,2007-2011,0,m,https://www.basketball-reference.com/players/m/mensapo01.html,
3952,meriwpo01,Porter Meriwether,1963,0,m,https://www.basketball-reference.com/players/m/meriwpo01.html,
3953,drobnpr01,Predrag Drobnjak,2002-2005,0,d,https://www.basketball-reference.com/players/d/drobnpr01.html,
3954,savovpr01,Predrag Savovic,2003,0,s,https://www.basketball-reference.com/players/s/savovpr01.html,
3955,maravpr01,Press Maravich,1947,0,m,https://www.basketball-reference.com/players/m/maravpr01.html,
3956,adamspr01,Preston Adams,-,0,a,https://www.basketball-reference.com/players/a/adamspr01.html,
3957,brookpr01,Price Brookfield,1949-1950,0,b,https://www.basketball-reference.com/players/b/brookpr01.html,
3958,laudepr01,Priest Lauderdale,1997-1998,0,l,https://www.basketball-reference.com/players/l/laudepr01.html,
3959,brezepr01,Primoz Brezec,2002-2010,0,b,https://www.basketball-reference.com/players/b/brezepr01.html,
3960,shortpu01,Purvis Short,1979-1990,0,s,https://www.basketball-reference.com/players/s/shortpu01.html,
3961,richaqu01,Quentin Richardson,2001-2013,0,r,https://www.basketball-reference.com/players/r/richaqu01.html,
3962,acyqu01,Quincy Acy,2013-2018,1,a,https://www.basketball-reference.com/players/a/acyqu01.html,
3963,doubyqu01,Quincy Douby,2007-2009,0,d,https://www.basketball-reference.com/players/d/doubyqu01.html,
3964,fordqu01,Quincy Ford,-,0,f,https://www.basketball-reference.com/players/f/fordqu01.html,
3965,lewisqu01,Quincy Lewis,2000-2004,0,l,https://www.basketball-reference.com/players/l/lewisqu01.html,
3966,millequ01,Quincy Miller,2013-2015,0,m,https://www.basketball-reference.com/players/m/millequ01.html,
3967,pondequ01,Quincy Pondexter,2011-2018,1,p,https://www.basketball-reference.com/players/p/pondequ01.html,
3968,bucknqu01,Quinn Buckner,1977-1986,0,b,https://www.basketball-reference.com/players/b/bucknqu01.html,
3969,cookqu01,Quinn Cook,2017-2019,1,c,https://www.basketball-reference.com/players/c/cookqu01.html,
3970,dailequ01,Quintin Dailey,1983-1992,0,d,https://www.basketball-reference.com/players/d/dailequ01.html,
3971,rossqu01,Quinton Ross,2005-2011,0,r,https://www.basketball-reference.com/players/r/rossqu01.html,
3972,woodsqy01,Qyntel Woods,2003-2006,0,w,https://www.basketball-reference.com/players/w/woodsqy01.html,
3973,lynamrb01,R.B. Lynam,1968,0,l,https://www.basketball-reference.com/players/l/lynamrb01.html,
3974,hunterj01,R.J. Hunter,2016-2018,1,h,https://www.basketball-reference.com/players/h/hunterj01.html,
3975,zagorra01,Rade Zagorac,-,0,z,https://www.basketball-reference.com/players/z/zagorra01.html,
3976,curcira01,Radisav Curcic,1993,0,c,https://www.basketball-reference.com/players/c/curcira01.html,
3977,lafrera01,Raef LaFrentz,1999-2008,0,l,https://www.basketball-reference.com/players/l/lafrera01.html,
3978,addisra01,Rafael Addison,1987-1997,0,a,https://www.basketball-reference.com/players/a/addisra01.html,
3979,araujra01,Rafael Araujo,2005-2007,0,a,https://www.basketball-reference.com/players/a/araujra01.html,
3980,alstora01,Rafer Alston,2000-2010,0,a,https://www.basketball-reference.com/players/a/alstora01.html,
3981,bellra01,Raja Bell,2001-2012,0,b,https://www.basketball-reference.com/players/b/bellra01.html,
3982,rondora01,Rajon Rondo,2007-2019,1,r,https://www.basketball-reference.com/players/r/rondora01.html,
3983,chrisra01,Rakeem Christmas,2016-2017,1,c,https://www.basketball-reference.com/players/c/chrisra01.html,
3984,beardra01,Ralph Beard,1950-1951,0,b,https://www.basketball-reference.com/players/b/beardra01.html,
3985,davisra01,Ralph Davis,1961-1962,0,d,https://www.basketball-reference.com/players/d/davisra01.html,
3986,drollra01,Ralph Drollinger,1981,0,d,https://www.basketball-reference.com/players/d/drollra01.html,
3987,hamilra01,Ralph Hamilton,1949,0,h,https://www.basketball-reference.com/players/h/hamilra01.html,
3988,jacksra01,Ralph Jackson,1985,0,j,https://www.basketball-reference.com/players/j/jacksra01.html,
3989,johnsra01,Ralph Johnson,1950-1953,0,j,https://www.basketball-reference.com/players/j/johnsra01.html,
3990,kaplora01,Ralph Kaplowitz,1947-1948,0,k,https://www.basketball-reference.com/players/k/kaplora01.html,
3991,lewisra01,Ralph Lewis,1988-1990,0,l,https://www.basketball-reference.com/players/l/lewisra01.html,
3992,obriera01,Ralph O'Brien,1952-1953,0,o,https://www.basketball-reference.com/players/o/obriera01.html,
3993,ogdenra01,Ralph Ogden,1971,0,o,https://www.basketball-reference.com/players/o/ogdenra01.html,
3994,polsora01,Ralph Polson,1953,0,p,https://www.basketball-reference.com/players/p/polsora01.html,
3995,sampsra02,Ralph Sampson,-,0,s,https://www.basketball-reference.com/players/s/sampsra02.html,
3996,sampsra01,Ralph Sampson,1984-1992,0,s,https://www.basketball-reference.com/players/s/sampsra01.html,
3997,siewera01,Ralph Siewert,1947,0,s,https://www.basketball-reference.com/players/s/siewera01.html,
3998,simpsra01,Ralph Simpson,1971-1980,0,s,https://www.basketball-reference.com/players/s/simpsra01.html,
3999,wellsra01,Ralph Wells,1963,0,w,https://www.basketball-reference.com/players/w/wellsra01.html,
4000,gallora01,Ramon Galloway,-,0,g,https://www.basketball-reference.com/players/g/gallora01.html,
4001,rivasra01,Ramon Rivas,1989,0,r,https://www.basketball-reference.com/players/r/rivasra01.html,
4002,sessira01,Ramon Sessions,2008-2018,1,s,https://www.basketball-reference.com/players/s/sessira01.html,
4003,jacksra02,Randell Jackson,1999-2000,0,j,https://www.basketball-reference.com/players/j/jacksra02.html,
4004,childra01,Randolph Childress,1996-1997,0,c,https://www.basketball-reference.com/players/c/childra01.html,
4005,keysra01,Randolph Keys,1989-1996,0,k,https://www.basketball-reference.com/players/k/keysra01.html,
4006,mahafra01,Randolph Mahaffey,1968-1971,0,m,https://www.basketball-reference.com/players/m/mahafra01.html,
4007,morrira01,Randolph Morris,2007-2010,0,m,https://www.basketball-reference.com/players/m/morrira01.html,
4008,allenra01,Randy Allen,1989-1990,0,a,https://www.basketball-reference.com/players/a/allenra01.html,
4009,breuera01,Randy Breuer,1984-1994,0,b,https://www.basketball-reference.com/players/b/breuera01.html,
4010,brownra02,Randy Brown,1992-2003,0,b,https://www.basketball-reference.com/players/b/brownra02.html,
4011,dentora01,Randy Denton,1972-1977,0,d,https://www.basketball-reference.com/players/d/dentora01.html,
4012,foyera01,Randy Foye,2007-2017,0,f,https://www.basketball-reference.com/players/f/foyera01.html,
4013,holcora01,Randy Holcomb,2006,0,h,https://www.basketball-reference.com/players/h/holcora01.html,
4014,livinra01,Randy Livingston,1997-2007,0,l,https://www.basketball-reference.com/players/l/livinra01.html,
4015,smithra01,Randy Smith,1972-1983,0,s,https://www.basketball-reference.com/players/s/smithra01.html,
4016,stollra01,Randy Stoll,1968,0,s,https://www.basketball-reference.com/players/s/stollra01.html,
4017,whitera01,Randy White,1990-1994,0,w,https://www.basketball-reference.com/players/w/whitera01.html,
4018,wittmra01,Randy Wittman,1984-1992,0,w,https://www.basketball-reference.com/players/w/wittmra01.html,
4019,woodsra01,Randy Woods,1993-1996,0,w,https://www.basketball-reference.com/players/w/woodsra01.html,
4020,putnera01,Raphiael Putney,-,0,p,https://www.basketball-reference.com/players/p/putnera01.html,
4021,mccanra01,Rashad McCants,2006-2009,0,m,https://www.basketball-reference.com/players/m/mccanra01.html,
4022,vaughra01,Rashad Vaughn,2016-2018,1,v,https://www.basketball-reference.com/players/v/vaughra01.html,
4023,lewisra02,Rashard Lewis,1999-2014,0,l,https://www.basketball-reference.com/players/l/lewisra02.html,
4024,thomara01,Rashawn Thomas,-,0,t,https://www.basketball-reference.com/players/t/thomara01.html,
4025,sulaira01,Rasheed Sulaimon,-,0,s,https://www.basketball-reference.com/players/s/sulaira01.html,
4026,wallara01,Rasheed Wallace,1996-2013,0,w,https://www.basketball-reference.com/players/w/wallara01.html,
4027,nestera01,Rasho Nesterovic,1999-2010,0,n,https://www.basketball-reference.com/players/n/nestera01.html,
4028,mahalba01,Rasid Mahalbasic,-,0,m,https://www.basketball-reference.com/players/m/mahalba01.html,
4029,cvetkra01,Rastko Cvetkovic,1996,0,c,https://www.basketball-reference.com/players/c/cvetkra01.html,
4030,butlera01,Rasual Butler,2003-2016,0,b,https://www.basketball-reference.com/players/b/butlera01.html,
4031,vardara01,Ratko Varda,2002,0,v,https://www.basketball-reference.com/players/v/vardara01.html,
4032,lopezra01,Raul Lopez,2004-2005,0,l,https://www.basketball-reference.com/players/l/lopezra01.html,
4033,netora01,Raul Neto,2016-2018,1,n,https://www.basketball-reference.com/players/n/netora01.html,
4034,alkinra01,Rawle Alkins,-,0,a,https://www.basketball-reference.com/players/a/alkinra01.html,
4035,marshra01,Rawle Marshall,2006-2007,0,m,https://www.basketball-reference.com/players/m/marshra01.html,
4036,allenra02,Ray Allen,1997-2014,0,a,https://www.basketball-reference.com/players/a/allenra02.html,
4037,blumera01,Ray Blume,1982,0,b,https://www.basketball-reference.com/players/b/blumera01.html,
4038,corlera01,Ray Corley,1950-1953,0,c,https://www.basketball-reference.com/players/c/corlera01.html,
4039,ellefra01,Ray Ellefson,1949-1951,0,e,https://www.basketball-reference.com/players/e/ellefra01.html,
4040,eppsra01,Ray Epps,1979,0,e,https://www.basketball-reference.com/players/e/eppsra01.html,
4041,felixra01,Ray Felix,1954-1962,0,f,https://www.basketball-reference.com/players/f/felixra01.html,
4042,kukara01,Ray Kuka,1948-1949,0,k,https://www.basketball-reference.com/players/k/kukara01.html,
4043,lumppra01,Ray Lumpp,1949-1953,0,l,https://www.basketball-reference.com/players/l/lumppra01.html,
4044,mccalra01,Ray McCallum,2014-2016,0,m,https://www.basketball-reference.com/players/m/mccalra01.html,
4045,owesra01,Ray Owes,1997,0,o,https://www.basketball-reference.com/players/o/owesra01.html,
4046,radzira01,Ray Radziszewski,1958,0,r,https://www.basketball-reference.com/players/r/radzira01.html,
4047,ragelra01,Ray Ragelis,1952,0,r,https://www.basketball-reference.com/players/r/ragelra01.html,
4048,ramsera01,Ray Ramsey,1949,0,r,https://www.basketball-reference.com/players/r/ramsera01.html,
4049,scottra01,Ray Scott,1962-1972,0,s,https://www.basketball-reference.com/players/s/scottra01.html,
4050,spaldra01,Ray Spalding,2019,1,s,https://www.basketball-reference.com/players/s/spaldra01.html,
4051,tolbera01,Ray Tolbert,1982-1989,0,t,https://www.basketball-reference.com/players/t/tolbera01.html,
4052,wertira01,Ray Wertis,1947-1948,0,w,https://www.basketball-reference.com/players/w/wertira01.html,
4053,willira01,Ray Williams,1978-1987,0,w,https://www.basketball-reference.com/players/w/willira01.html,
4054,brownra01,Raymond Brown,1990,0,b,https://www.basketball-reference.com/players/b/brownra01.html,
4055,feltora01,Raymond Felton,2006-2019,1,f,https://www.basketball-reference.com/players/f/feltora01.html,
4056,townsra01,Raymond Townsend,1979-1982,0,t,https://www.basketball-reference.com/players/t/townsra01.html,
4057,davisre01,Red Davis,1956,0,d,https://www.basketball-reference.com/players/d/davisre01.html,
4058,dehnere01,Red Dehnert,1947,0,d,https://www.basketball-reference.com/players/d/dehnere01.html,
4059,holzmre01,Red Holzman,1949-1954,0,h,https://www.basketball-reference.com/players/h/holzmre01.html,
4060,kerrre01,Red Kerr,1955-1966,0,k,https://www.basketball-reference.com/players/k/kerrre01.html,
4061,mihalre01,Red Mihalik,1947,0,m,https://www.basketball-reference.com/players/m/mihalre01.html,
4062,morrire01,Red Morrison,1955-1958,0,m,https://www.basketball-reference.com/players/m/morrire01.html,
4063,owensre01,Red Owens,1950-1952,0,o,https://www.basketball-reference.com/players/o/owensre01.html,
4064,robbire01,Red Robbins,1968-1975,0,r,https://www.basketball-reference.com/players/r/robbire01.html,
4065,rochare01,Red Rocha,1948-1957,0,r,https://www.basketball-reference.com/players/r/rochare01.html,
4066,stroure01,Red Stroud,1968,0,s,https://www.basketball-reference.com/players/s/stroure01.html,
4067,wallare01,Red Wallace,1947,0,w,https://www.basketball-reference.com/players/w/wallare01.html,
4068,gainere01,Reece Gaines,2004-2006,0,g,https://www.basketball-reference.com/players/g/gainere01.html,
4069,bullore01,Reggie Bullock,2014-2018,1,b,https://www.basketball-reference.com/players/b/bullore01.html,
4070,cartere01,Reggie Carter,1981-1982,0,c,https://www.basketball-reference.com/players/c/cartere01.html,
4071,evansre01,Reggie Evans,2003-2015,0,e,https://www.basketball-reference.com/players/e/evansre01.html,
4072,gearyre01,Reggie Geary,1997-1998,0,g,https://www.basketball-reference.com/players/g/gearyre01.html,
4073,hansore01,Reggie Hanson,1998,0,h,https://www.basketball-reference.com/players/h/hansore01.html,
4074,hardire01,Reggie Harding,1964-1968,0,h,https://www.basketball-reference.com/players/h/hardire01.html,
4075,hearnre01,Reggie Hearn,2018,1,h,https://www.basketball-reference.com/players/h/hearnre01.html,
4076,jacksre01,Reggie Jackson,2012-2019,1,j,https://www.basketball-reference.com/players/j/jacksre01.html,
4077,johnsre01,Reggie Johnson,1981-1984,0,j,https://www.basketball-reference.com/players/j/johnsre01.html,
4078,jordare01,Reggie Jordan,1994-2000,0,j,https://www.basketball-reference.com/players/j/jordare01.html,
4079,kingre01,Reggie King,1980-1985,0,k,https://www.basketball-reference.com/players/k/kingre01.html,
4080,lacefre01,Reggie Lacefield,1969,0,l,https://www.basketball-reference.com/players/l/lacefre01.html,
4081,lewisre01,Reggie Lewis,1988-1993,0,l,https://www.basketball-reference.com/players/l/lewisre01.html,
4082,millere01,Reggie Miller,1988-2005,0,m,https://www.basketball-reference.com/players/m/millere01.html,
4083,royalre01,Reggie Royals,1975,0,r,https://www.basketball-reference.com/players/r/royalre01.html,
4084,slatere01,Reggie Slater,1995-2003,0,s,https://www.basketball-reference.com/players/s/slatere01.html,
4085,smithre01,Reggie Smith,1993-1994,0,s,https://www.basketball-reference.com/players/s/smithre01.html,
4086,theusre01,Reggie Theus,1979-1991,0,t,https://www.basketball-reference.com/players/t/theusre01.html,
4087,willire01,Reggie Williams,1988-1997,0,w,https://www.basketball-reference.com/players/w/willire01.html,
4088,willire02,Reggie Williams,2010-2017,0,w,https://www.basketball-reference.com/players/w/willire02.html,
4089,yusufre01,Remi Yusuf,-,0,y,https://www.basketball-reference.com/players/y/yusufre01.html,
4090,seibure01,Renaldas Seibutis,-,0,s,https://www.basketball-reference.com/players/s/seibure01.html,
4091,balkmre01,Renaldo Balkman,2007-2012,0,b,https://www.basketball-reference.com/players/b/balkmre01.html,
4092,majorre01,Renaldo Major,2007,0,m,https://www.basketball-reference.com/players/m/majorre01.html,
4093,woolrre01,Renaldo Woolridge,-,0,w,https://www.basketball-reference.com/players/w/woolrre01.html,
4094,chapmre01,Rex Chapman,1989-2000,0,c,https://www.basketball-reference.com/players/c/chapmre01.html,
4095,morgare01,Rex Morgan,1971-1972,0,m,https://www.basketball-reference.com/players/m/morgare01.html,
4096,waltere01,Rex Walters,1994-2000,0,w,https://www.basketball-reference.com/players/w/waltere01.html,
4097,dumasri01,Rich Dumas,1969,0,d,https://www.basketball-reference.com/players/d/dumasri01.html,
4098,eichhdi01,Rich Eichhorst,1962,0,e,https://www.basketball-reference.com/players/e/eichhdi01.html,
4099,johnsri01,Rich Johnson,1969-1971,0,j,https://www.basketball-reference.com/players/j/johnsri01.html,
4100,jonesri01,Rich Jones,1970-1977,0,j,https://www.basketball-reference.com/players/j/jonesri01.html,
4101,kelleri01,Rich Kelley,1976-1986,0,k,https://www.basketball-reference.com/players/k/kelleri01.html,
4102,kingri01,Rich King,1992-1995,0,k,https://www.basketball-reference.com/players/k/kingri01.html,
4103,laureri01,Rich Laurel,1978,0,l,https://www.basketball-reference.com/players/l/laureri01.html,
4104,manniri01,Rich Manning,1996-1997,0,m,https://www.basketball-reference.com/players/m/manniri01.html,
4105,niemari01,Rich Niemann,1969-1972,0,n,https://www.basketball-reference.com/players/n/niemari01.html,
4106,peekri01,Rich Peek,1968,0,p,https://www.basketball-reference.com/players/p/peekri01.html,
4107,rinalri01,Rich Rinaldi,1972-1974,0,r,https://www.basketball-reference.com/players/r/rinalri01.html,
4108,yonakri01,Rich Yonakor,1982,0,y,https://www.basketball-reference.com/players/y/yonakri01.html,
4109,anderri01,Richard Anderson,1983-1990,0,a,https://www.basketball-reference.com/players/a/anderri01.html,
4110,clarkri01,Richard Clark,1968-1969,0,c,https://www.basketball-reference.com/players/c/clarkri01.html,
4111,cofferi01,Richard Coffey,1991,0,c,https://www.basketball-reference.com/players/c/cofferi01.html,
4112,dumasri02,Richard Dumas,1993-1996,0,d,https://www.basketball-reference.com/players/d/dumasri02.html,
4113,fisheri01,Richard Fisher,1972,0,f,https://www.basketball-reference.com/players/f/fisheri01.html,
4114,hamilri01,Richard Hamilton,2000-2013,0,h,https://www.basketball-reference.com/players/h/hamilri01.html,
4115,howelri01,Richard Howell,-,0,h,https://www.basketball-reference.com/players/h/howelri01.html,
4116,jefferi01,Richard Jefferson,2002-2018,1,j,https://www.basketball-reference.com/players/j/jefferi01.html,
4117,mooreri01,Richard Moore,1968,0,m,https://www.basketball-reference.com/players/m/mooreri01.html,
4118,mortori01,Richard Morton,1989,0,m,https://www.basketball-reference.com/players/m/mortori01.html,
4119,parksri01,Richard Parks,1968,0,p,https://www.basketball-reference.com/players/p/parksri01.html,
4120,petruri01,Richard Petruska,1994,0,p,https://www.basketball-reference.com/players/p/petruri01.html,
4121,rellfri01,Richard Rellford,1988,0,r,https://www.basketball-reference.com/players/r/rellfri01.html,
4122,solomri01,Richard Solomon,-,0,s,https://www.basketball-reference.com/players/s/solomri01.html,
4123,washiri01,Richard Washington,1977-1982,0,w,https://www.basketball-reference.com/players/w/washiri01.html,
4124,holmeri01,Richaun Holmes,2016-2018,1,h,https://www.basketball-reference.com/players/h/holmeri01.html,
4125,frahmri01,Richie Frahm,2004-2008,0,f,https://www.basketball-reference.com/players/f/frahmri01.html,
4126,gueriri01,Richie Guerin,1957-1970,0,g,https://www.basketball-reference.com/players/g/gueriri01.html,
4127,niemiri01,Richie Niemiera,1949-1950,0,n,https://www.basketball-reference.com/players/n/niemiri01.html,
4128,reganri01,Richie Regan,1956-1958,0,r,https://www.basketball-reference.com/players/r/reganri01.html,
4129,adelmri01,Rick Adelman,1969-1975,0,a,https://www.basketball-reference.com/players/a/adelmri01.html,
4130,barryri01,Rick Barry,1966-1980,0,b,https://www.basketball-reference.com/players/b/barryri01.html,
4131,brunsri01,Rick Brunson,1998-2006,0,b,https://www.basketball-reference.com/players/b/brunsri01.html,
4132,callori01,Rick Calloway,1991,0,c,https://www.basketball-reference.com/players/c/callori01.html,
4133,carliri01,Rick Carlisle,1985-1990,0,c,https://www.basketball-reference.com/players/c/carliri01.html,
4134,darneri01,Rick Darnell,1976,0,d,https://www.basketball-reference.com/players/d/darneri01.html,
4135,foxri01,Rick Fox,1992-2004,0,f,https://www.basketball-reference.com/players/f/foxri01.html,
4136,hugheri02,Rick Hughes,2000,0,h,https://www.basketball-reference.com/players/h/hugheri02.html,
4137,jacksri01,Rick Jackson,-,0,j,https://www.basketball-reference.com/players/j/jacksri01.html,
4138,mahorri01,Rick Mahorn,1981-1999,0,m,https://www.basketball-reference.com/players/m/mahorri01.html,
4139,mountri01,Rick Mount,1971-1975,0,m,https://www.basketball-reference.com/players/m/mountri01.html,
4140,roberri01,Rick Roberson,1970-1976,0,r,https://www.basketball-reference.com/players/r/roberri01.html,
4141,robeyri01,Rick Robey,1979-1986,0,r,https://www.basketball-reference.com/players/r/robeyri01.html,
4142,weitzri01,Rick Weitzman,1968,0,w,https://www.basketball-reference.com/players/w/weitzri01.html,
4143,wilsori01,Rick Wilson,1979-1980,0,w,https://www.basketball-reference.com/players/w/wilsori01.html,
4144,brownri01,Rickey Brown,1981-1985,0,b,https://www.basketball-reference.com/players/b/brownri01.html,
4145,greenri01,Rickey Green,1978-1992,0,g,https://www.basketball-reference.com/players/g/greenri01.html,
4146,williri01,Rickey Williams,1983,0,w,https://www.basketball-reference.com/players/w/williri01.html,
4147,winslri01,Rickie Winslow,1988,0,w,https://www.basketball-reference.com/players/w/winslri01.html,
4148,berryri01,Ricky Berry,1989,0,b,https://www.basketball-reference.com/players/b/berryri01.html,
4149,blantri01,Ricky Blanton,1993,0,b,https://www.basketball-reference.com/players/b/blantri01.html,
4150,davisri01,Ricky Davis,1999-2010,0,d,https://www.basketball-reference.com/players/d/davisri01.html,
4151,graceri01,Ricky Grace,1994,0,g,https://www.basketball-reference.com/players/g/graceri01.html,
4152,harriri01,Ricky Harris,-,0,h,https://www.basketball-reference.com/players/h/harriri01.html,
4153,ledori01,Ricky Ledo,2014-2015,0,l,https://www.basketball-reference.com/players/l/ledori01.html,
4154,marshri01,Ricky Marsh,1978,0,m,https://www.basketball-reference.com/players/m/marshri01.html,
4155,piercri01,Ricky Pierce,1983-1998,0,p,https://www.basketball-reference.com/players/p/piercri01.html,
4156,rubiori01,Ricky Rubio,2012-2019,1,r,https://www.basketball-reference.com/players/r/rubiori01.html,
4157,sanchri01,Ricky Sanchez,-,0,s,https://www.basketball-reference.com/players/s/sanchri01.html,
4158,soberri01,Ricky Sobers,1976-1986,0,s,https://www.basketball-reference.com/players/s/soberri01.html,
4159,wilsori02,Ricky Wilson,1988,0,w,https://www.basketball-reference.com/players/w/wilsori02.html,
4160,smitsri01,Rik Smits,1989-2000,0,s,https://www.basketball-reference.com/players/s/smitsri01.html,
4161,lochmri01,Riney Lochmann,1968-1970,0,l,https://www.basketball-reference.com/players/l/lochmri01.html,
4162,grayro01,Rob Gray,-,0,g,https://www.basketball-reference.com/players/g/grayro01.html,
4163,kurzro01,Rob Kurz,2009,0,k,https://www.basketball-reference.com/players/k/kurzro01.html,
4164,lockro01,Rob Lock,1989,0,l,https://www.basketball-reference.com/players/l/lockro01.html,
4165,rosero01,Rob Rose,1989,0,r,https://www.basketball-reference.com/players/r/rosero01.html,
4166,williro02,Rob Williams,1983-1984,0,w,https://www.basketball-reference.com/players/w/williro02.html,
4167,hummero01,Robbie Hummel,2014-2015,0,h,https://www.basketball-reference.com/players/h/hummero01.html,
4168,archiro01,Robert Archibald,2003-2004,0,a,https://www.basketball-reference.com/players/a/archiro01.html,
4169,churcro01,Robert Churchwell,1996,0,c,https://www.basketball-reference.com/players/c/churcro01.html,
4170,covinro01,Robert Covington,2014-2019,1,c,https://www.basketball-reference.com/players/c/covinro01.html,
4171,hahnro01,Robert Hahn,1950,0,h,https://www.basketball-reference.com/players/h/hahnro01.html,
4172,hitero01,Robert Hite,2007,0,h,https://www.basketball-reference.com/players/h/hitero01.html,
4173,horryro01,Robert Horry,1993-2008,0,h,https://www.basketball-reference.com/players/h/horryro01.html,
4174,johnsro02,Robert Johnson,-,0,j,https://www.basketball-reference.com/players/j/johnsro02.html,
4175,packro01,Robert Pack,1992-2004,0,p,https://www.basketball-reference.com/players/p/packro01.html,
4176,parisro01,Robert Parish,1977-1997,0,p,https://www.basketball-reference.com/players/p/parisro01.html,
4177,reidro01,Robert Reid,1978-1991,0,r,https://www.basketball-reference.com/players/r/reidro01.html,
4178,sacrero01,Robert Sacre,2013-2016,0,s,https://www.basketball-reference.com/players/s/sacrero01.html,
4179,smithro01,Robert Smith,1978-1985,0,s,https://www.basketball-reference.com/players/s/smithro01.html,
4180,swiftro01,Robert Swift,2005-2009,0,s,https://www.basketball-reference.com/players/s/swiftro01.html,
4181,traylro01,Robert Traylor,1999-2005,0,t,https://www.basketball-reference.com/players/t/traylro01.html,
4182,upsharo01,Robert Upshaw,-,0,u,https://www.basketball-reference.com/players/u/upsharo01.html,
4183,werdaro01,Robert Werdann,1993-1997,0,w,https://www.basketball-reference.com/players/w/werdaro01.html,
4184,whalero01,Robert Whaley,2006,0,w,https://www.basketball-reference.com/players/w/whalero01.html,
4185,williro04,Robert Williams,-,0,w,https://www.basketball-reference.com/players/w/williro04.html,
4186,javtoro01,Robertas Javtokas,-,0,j,https://www.basketball-reference.com/players/j/javtoro01.html,
4187,jonesro01,Robin Jones,1977-1978,0,j,https://www.basketball-reference.com/players/j/jonesro01.html,
4188,lopezro01,Robin Lopez,2009-2019,1,l,https://www.basketball-reference.com/players/l/lopezro01.html,
4189,leero02,Rock Lee,1982,0,l,https://www.basketball-reference.com/players/l/leero02.html,
4190,derliro01,Rod Derline,1975-1976,0,d,https://www.basketball-reference.com/players/d/derliro01.html,
4191,fostero01,Rod Foster,1984-1986,0,f,https://www.basketball-reference.com/players/f/fostero01.html,
4192,freemro01,Rod Freeman,1974,0,f,https://www.basketball-reference.com/players/f/freemro01.html,
4193,higgiro01,Rod Higgins,1983-1995,0,h,https://www.basketball-reference.com/players/h/higgiro01.html,
4194,knowlro01,Rod Knowles,1969,0,k,https://www.basketball-reference.com/players/k/knowlro01.html,
4195,stricro02,Rod Strickland,1989-2005,0,s,https://www.basketball-reference.com/players/s/stricro02.html,
4196,thornro01,Rod Thorn,1964-1971,0,t,https://www.basketball-reference.com/players/t/thornro01.html,
4197,mcdonro01,Roderick McDonald,1971-1973,0,m,https://www.basketball-reference.com/players/m/mcdonro01.html,
4198,kurucro01,Rodions Kurucs,2019,1,k,https://www.basketball-reference.com/players/k/kurucro01.html,
4199,buforro01,Rodney Buford,2000-2005,0,b,https://www.basketball-reference.com/players/b/buforro01.html,
4200,carnero01,Rodney Carney,2007-2011,0,c,https://www.basketball-reference.com/players/c/carnero01.html,
4201,greenro01,Rodney Green,-,0,g,https://www.basketball-reference.com/players/g/greenro01.html,
4202,hoodro01,Rodney Hood,2015-2019,1,h,https://www.basketball-reference.com/players/h/hoodro01.html,
4203,mccraro01,Rodney McCray,1984-1993,0,m,https://www.basketball-reference.com/players/m/mccraro01.html,
4204,mcgruro01,Rodney McGruder,2017-2019,1,m,https://www.basketball-reference.com/players/m/mcgruro01.html,
4205,monroro01,Rodney Monroe,1992,0,m,https://www.basketball-reference.com/players/m/monroro01.html,
4206,purviro01,Rodney Purvis,2018,1,p,https://www.basketball-reference.com/players/p/purviro01.html,
4207,rogerro01,Rodney Rogers,1994-2005,0,r,https://www.basketball-reference.com/players/r/rogerro01.html,
4208,stuckro01,Rodney Stuckey,2008-2017,0,s,https://www.basketball-reference.com/players/s/stuckro01.html,
4209,whitero02,Rodney White,2002-2005,0,w,https://www.basketball-reference.com/players/w/whitero02.html,
4210,williro03,Rodney Williams,-,0,w,https://www.basketball-reference.com/players/w/williro03.html,
4211,rhodero01,Rodrick Rhodes,1998-2000,0,r,https://www.basketball-reference.com/players/r/rhodero01.html,
4212,beaubro01,Rodrigue Beaubois,2010-2013,0,b,https://www.basketball-reference.com/players/b/beaubro01.html,
4213,brownro02,Roger Brown,1973-1980,0,b,https://www.basketball-reference.com/players/b/brownro02.html,
4214,brownro01,Roger Brown,1968-1975,0,b,https://www.basketball-reference.com/players/b/brownro01.html,
4215,burkmro01,Roger Burkman,1982,0,b,https://www.basketball-reference.com/players/b/burkmro01.html,
4216,jorgero01,Roger Jorgensen,1947,0,j,https://www.basketball-reference.com/players/j/jorgero01.html,
