,0,1,2,3,4,5,6
1593,milleed01,Eddie Miller,1953-1954,0,m,https://www.basketball-reference.com/players/m/milleed01.html,
1594,owensed01,Eddie Owens,1978,0,o,https://www.basketball-reference.com/players/o/owensed01.html,
1595,philled01,Eddie Phillips,1983,0,p,https://www.basketball-reference.com/players/p/philled01.html,
1596,robined01,Eddie Robinson,2000-2004,0,r,https://www.basketball-reference.com/players/r/robined01.html,
1597,curryed01,Eddy Curry,2002-2013,0,c,https://www.basketball-reference.com/players/c/curryed01.html,
1598,jonesed01,Edgar Jones,1981-1986,0,j,https://www.basketball-reference.com/players/j/jonesed01.html,
1599,laceyed01,Edgar Lacey,1969,0,l,https://www.basketball-reference.com/players/l/laceyed01.html,
1600,sosaed01,Edgar Sosa,-,0,s,https://www.basketball-reference.com/players/s/sosaed01.html,
1601,bavcied01,Edin Bavcic,-,0,b,https://www.basketball-reference.com/players/b/bavcied01.html,
1602,sumneed01,Edmond Sumner,2018-2019,1,s,https://www.basketball-reference.com/players/s/sumneed01.html,
1603,lawreed01,Edmund Lawrence,1981,0,l,https://www.basketball-reference.com/players/l/lawreed01.html,
1604,najered01,Eduardo Najera,2001-2012,0,n,https://www.basketball-reference.com/players/n/najered01.html,
1605,ubileed01,Edwin Ubiles,2012,0,u,https://www.basketball-reference.com/players/u/ubileed01.html,
1606,tavarwa01,Edy Tavares,2016-2017,1,t,https://www.basketball-reference.com/players/t/tavarwa01.html,
1607,rentzef01,Efthimi Rentzias,2003,0,r,https://www.basketball-reference.com/players/r/rentzef01.html,
1608,mockeeg01,Egidijus Mockevicius,-,0,m,https://www.basketball-reference.com/players/m/mockeeg01.html,
1609,ugboaej01,Ejike Ugboaja,-,0,u,https://www.basketball-reference.com/players/u/ugboaej01.html,
1610,udohek01,Ekpe Udoh,2011-2019,1,u,https://www.basketball-reference.com/players/u/udohek01.html,
1611,campbel01,Elden Campbell,1991-2005,0,c,https://www.basketball-reference.com/players/c/campbel01.html,
1612,recasel01,Eldridge Recasner,1995-2002,0,r,https://www.basketball-reference.com/players/r/recasel01.html,
1613,paytoel01,Elfrid Payton,2015-2019,1,p,https://www.basketball-reference.com/players/p/paytoel01.html,
1614,bayloel01,Elgin Baylor,1959-1972,0,b,https://www.basketball-reference.com/players/b/bayloel01.html,
1615,cookel01,Elgin Cook,-,0,c,https://www.basketball-reference.com/players/c/cookel01.html,
1616,harriel01,Elias Harris,2014,0,h,https://www.basketball-reference.com/players/h/harriel01.html,
1617,okoboel01,Elie Okobo,2019,1,o,https://www.basketball-reference.com/players/o/okoboel01.html,
1618,johnsel01,Elijah Johnson,-,0,j,https://www.basketball-reference.com/players/j/johnsel01.html,
1619,millsel01,Elijah Millsap,2015-2017,1,m,https://www.basketball-reference.com/players/m/millsel01.html,
1620,stewael01,Elijah Stewart,-,0,s,https://www.basketball-reference.com/players/s/stewael01.html,
1621,perryel01,Elliot Perry,1992-2002,0,p,https://www.basketball-reference.com/players/p/perryel01.html,
1622,williel01,Elliot Williams,2012-2016,0,w,https://www.basketball-reference.com/players/w/williel01.html,
1623,behnkel01,Elmer Behnke,1952,0,b,https://www.basketball-reference.com/players/b/behnkel01.html,
1624,benneel01,Elmer Bennett,1995-1997,0,b,https://www.basketball-reference.com/players/b/benneel01.html,
1625,gaineel01,Elmer Gainer,1948-1950,0,g,https://www.basketball-reference.com/players/g/gaineel01.html,
1626,morgeel01,Elmore Morgenthaler,1947-1949,0,m,https://www.basketball-reference.com/players/m/morgeel01.html,
1627,smithel01,Elmore Smith,1972-1979,0,s,https://www.basketball-reference.com/players/s/smithel01.html,
1628,spencel01,Elmore Spencer,1993-1997,0,s,https://www.basketball-reference.com/players/s/spencel01.html,
1629,webstel01,Elnardo Webster,1972,0,w,https://www.basketball-reference.com/players/w/webstel01.html,
1630,vargael01,Eloy Vargas,-,0,v,https://www.basketball-reference.com/players/v/vargael01.html,
1631,turneel01,Elston Turner,1982-1989,0,t,https://www.basketball-reference.com/players/t/turneel01.html,
1632,brandel01,Elton Brand,2000-2016,0,b,https://www.basketball-reference.com/players/b/brandel01.html,
1633,mcgriel01,Elton McGriff,1968-1969,0,m,https://www.basketball-reference.com/players/m/mcgriel01.html,
1634,hayesel01,Elvin Hayes,1969-1984,0,h,https://www.basketball-reference.com/players/h/hayesel01.html,
1635,ivoryel01,Elvin Ivory,1969,0,i,https://www.basketball-reference.com/players/i/ivoryel01.html,
1636,bryanem01,Em Bryant,1965-1972,0,b,https://www.basketball-reference.com/players/b/bryanem01.html,
1637,davisem01,Emanual Davis,1997-2003,0,d,https://www.basketball-reference.com/players/d/davisem01.html,
1638,terryem01,Emanuel Terry,-,0,t,https://www.basketball-reference.com/players/t/terryem01.html,
1639,okafoem01,Emeka Okafor,2005-2018,1,o,https://www.basketball-reference.com/players/o/okafoem01.html,
1640,preldem01,Emir Preldzic,-,0,p,https://www.basketball-reference.com/players/p/preldem01.html,
1641,mudiaem01,Emmanuel Mudiay,2016-2018,1,m,https://www.basketball-reference.com/players/m/mudiaem01.html,
1642,kanteen01,Enes Kanter,2012-2019,1,k,https://www.basketball-reference.com/players/k/kanteen01.html,
1643,whatlen01,Ennis Whatley,1984-1997,0,w,https://www.basketball-reference.com/players/w/whatlen01.html,
1644,lorbeer01,Erazem Lorbek,-,0,l,https://www.basketball-reference.com/players/l/lorbeer01.html,
1645,anderer01,Eric Anderson,1993-1994,0,a,https://www.basketball-reference.com/players/a/anderer01.html,
1646,atkiner01,Eric Atkins,-,0,a,https://www.basketball-reference.com/players/a/atkiner01.html,
1647,bledser01,Eric Bledsoe,2011-2019,1,b,https://www.basketball-reference.com/players/b/bledser01.html,
1648,dawsoer01,Eric Dawson,2012,0,d,https://www.basketball-reference.com/players/d/dawsoer01.html,
1649,fernser01,Eric Fernsten,1976-1984,0,f,https://www.basketball-reference.com/players/f/fernser01.html,
1650,gordoer01,Eric Gordon,2009-2019,1,g,https://www.basketball-reference.com/players/g/gordoer01.html,
1651,griffer01,Eric Griffin,-,0,g,https://www.basketball-reference.com/players/g/griffer01.html,
1652,johnser01,Eric Johnson,1990,0,j,https://www.basketball-reference.com/players/j/johnser01.html,
1653,leckner01,Eric Leckner,1989-1997,0,l,https://www.basketball-reference.com/players/l/leckner01.html,
1654,maynoer01,Eric Maynor,2010-2014,0,m,https://www.basketball-reference.com/players/m/maynoer01.html,
1655,mcwiler01,Eric McWilliams,1973,0,m,https://www.basketball-reference.com/players/m/mcwiler01.html,
1656,mobleer01,Eric Mobley,1995-1997,0,m,https://www.basketball-reference.com/players/m/mobleer01.html,
1657,moneyer01,Eric Money,1975-1980,0,m,https://www.basketball-reference.com/players/m/moneyer01.html,
1658,montrer01,Eric Montross,1995-2002,0,m,https://www.basketball-reference.com/players/m/montrer01.html,
1659,moreler01,Eric Moreland,2015-2018,1,m,https://www.basketball-reference.com/players/m/moreler01.html,
1660,murdoer01,Eric Murdock,1992-2000,0,m,https://www.basketball-reference.com/players/m/murdoer01.html,
1661,piatker01,Eric Piatkowski,1995-2008,0,p,https://www.basketball-reference.com/players/p/piatker01.html,
1662,rileyer01,Eric Riley,1994-1999,0,r,https://www.basketball-reference.com/players/r/rileyer01.html,
1663,snower01,Eric Snow,1996-2008,0,s,https://www.basketball-reference.com/players/s/snower01.html,
1664,washier01,Eric Washington,1998-1999,0,w,https://www.basketball-reference.com/players/w/washier01.html,
1665,whiteer01,Eric White,1988-1989,0,w,https://www.basketball-reference.com/players/w/whiteer01.html,
1666,willier01,Eric Williams,1996-2007,0,w,https://www.basketball-reference.com/players/w/willier01.html,
1667,barkler01,Erick Barkley,2001-2002,0,b,https://www.basketball-reference.com/players/b/barkler01.html,
1668,dampier01,Erick Dampier,1997-2012,0,d,https://www.basketball-reference.com/players/d/dampier01.html,
1669,greener01,Erick Green,2015-2016,0,g,https://www.basketball-reference.com/players/g/greener01.html,
1670,stricer01,Erick Strickland,1997-2005,0,s,https://www.basketball-reference.com/players/s/stricer01.html,
1671,danieer01,Erik Daniels,2005,0,d,https://www.basketball-reference.com/players/d/danieer01.html,
1672,mccreer01,Erik McCree,2018,1,m,https://www.basketball-reference.com/players/m/mccreer01.html,
1673,murpher01,Erik Murphy,2014,0,m,https://www.basketball-reference.com/players/m/murpher01.html,
1674,browner01,Ernest Brown,2002,0,b,https://www.basketball-reference.com/players/b/browner01.html,
1675,barreer01,Ernie Barrett,1954-1956,0,b,https://www.basketball-reference.com/players/b/barreer01.html,
1676,becker01,Ernie Beck,1954-1961,0,b,https://www.basketball-reference.com/players/b/becker01.html,
1677,calveer01,Ernie Calverley,1947-1949,0,c,https://www.basketball-reference.com/players/c/calveer01.html,
1678,digreer01,Ernie DiGregorio,1974-1978,0,d,https://www.basketball-reference.com/players/d/digreer01.html,
1679,grunfer01,Ernie Grunfeld,1978-1986,0,g,https://www.basketball-reference.com/players/g/grunfer01.html,
1680,vandeer01,Ernie Vandeweghe,1950-1956,0,v,https://www.basketball-reference.com/players/v/vandeer01.html,
1681,palmeer01,Errol Palmer,1968,0,p,https://www.basketball-reference.com/players/p/palmeer01.html,
1682,ilyaser01,Ersan Ilyasova,2007-2019,1,i,https://www.basketball-reference.com/players/i/ilyaser01.html,
1683,stagger01,Erv Staggs,1970,0,s,https://www.basketball-reference.com/players/s/stagger01.html,
1684,inniger01,Ervin Inniger,1968-1969,0,i,https://www.basketball-reference.com/players/i/inniger01.html,
1685,johnser02,Ervin Johnson,1994-2006,0,j,https://www.basketball-reference.com/players/j/johnser02.html,
1686,mueller01,Erwin Mueller,1967-1974,0,m,https://www.basketball-reference.com/players/m/mueller01.html,
1687,hollies01,Essie Hollis,1979,0,h,https://www.basketball-reference.com/players/h/hollies01.html,
1688,batises01,Esteban Batista,2006-2007,0,b,https://www.basketball-reference.com/players/b/batises01.html,
1689,thomaet01,Etan Thomas,2002-2011,0,t,https://www.basketball-reference.com/players/t/thomaet01.html,
1690,bohanet01,Etdrick Bohannon,1998-2001,0,b,https://www.basketball-reference.com/players/b/bohanet01.html,
1691,jetereu01,Eugene Jeter,2011,0,j,https://www.basketball-reference.com/players/j/jetereu01.html,
1692,eschmev01,Evan Eschmeyer,2000-2003,0,e,https://www.basketball-reference.com/players/e/eschmev01.html,
1693,fournev01,Evan Fournier,2013-2019,1,f,https://www.basketball-reference.com/players/f/fournev01.html,
1694,turneev01,Evan Turner,2011-2019,1,t,https://www.basketball-reference.com/players/t/turneev01.html,
1695,stephev01,Everette Stephens,1989-1991,0,s,https://www.basketball-reference.com/players/s/stephev01.html,
1696,burnsev01,Evers Burns,1994,0,b,https://www.basketball-reference.com/players/b/burnsev01.html,
1697,grayev01,Evric Gray,1997,0,g,https://www.basketball-reference.com/players/g/grayev01.html,
1698,melofa01,Fab Melo,2013,0,m,https://www.basketball-reference.com/players/m/melofa01.html,
1699,obertfa01,Fabricio Oberto,2006-2011,0,o,https://www.basketball-reference.com/players/o/obertfa01.html,
1700,leverfa01,Fat Lever,1983-1994,0,l,https://www.basketball-reference.com/players/l/leverfa01.html,
1701,taylofa01,Fatty Taylor,1970-1977,0,t,https://www.basketball-reference.com/players/t/taylofa01.html,
1702,kammefe01,Federico Kammerichs,-,0,k,https://www.basketball-reference.com/players/k/kammefe01.html,
1703,lopezfe01,Felipe Lopez,1999-2002,0,l,https://www.basketball-reference.com/players/l/lopezfe01.html,
1704,spencfe01,Felton Spencer,1991-2002,0,s,https://www.basketball-reference.com/players/s/spencfe01.html,
1705,dembofe01,Fennis Dembo,1989,0,d,https://www.basketball-reference.com/players/d/dembofe01.html,
1706,martife01,Fernando Martin,1987,0,m,https://www.basketball-reference.com/players/m/martife01.html,
1707,ezelife01,Festus Ezeli,2013-2016,1,e,https://www.basketball-reference.com/players/e/ezelife01.html,
1708,thearfl01,Floyd Theard,1970,0,t,https://www.basketball-reference.com/players/t/thearfl01.html,
1709,volkefl01,Floyd Volker,1950,0,v,https://www.basketball-reference.com/players/v/volkefl01.html,
1710,willifl01,Fly Williams,1975,0,w,https://www.basketball-reference.com/players/w/willifl01.html,
1711,robinfl01,Flynn Robinson,1967-1974,0,r,https://www.basketball-reference.com/players/r/robinfl01.html,
1712,walkefo01,Foots Walker,1975-1984,0,w,https://www.basketball-reference.com/players/w/walkefo01.html,
1713,ablefo01,Forest Able,1957,0,a,https://www.basketball-reference.com/players/a/ablefo01.html,
1714,mckenfo01,Forrest McKenzie,1987,0,m,https://www.basketball-reference.com/players/m/mckenfo01.html,
1715,currafr01,Fran Curran,1949-1950,0,c,https://www.basketball-reference.com/players/c/currafr01.html,
1716,ohanlfr01,Fran O'Hanlon,1971,0,o,https://www.basketball-reference.com/players/o/ohanlfr01.html,
1717,vazqufr01,Fran Vazquez,-,0,v,https://www.basketball-reference.com/players/v/vazqufr01.html,
1718,elsonfr01,Francisco Elson,2004-2012,0,e,https://www.basketball-reference.com/players/e/elsonfr01.html,
1719,garcifr01,Francisco Garcia,2006-2015,0,g,https://www.basketball-reference.com/players/g/garcifr01.html,
1720,brickfr01,Frank Brickowski,1985-1997,0,b,https://www.basketball-reference.com/players/b/brickfr01.html,
1721,cardfr01,Frank Card,1969-1973,0,c,https://www.basketball-reference.com/players/c/cardfr01.html,
1722,fucarfr01,Frank Fucarino,1947,0,f,https://www.basketball-reference.com/players/f/fucarfr01.html,
1723,gatesfr01,Frank Gates,1950,0,g,https://www.basketball-reference.com/players/g/gatesfr01.html,
1724,jacksfr01,Frank Jackson,2019,1,j,https://www.basketball-reference.com/players/j/jacksfr01.html,
1725,johnsfr01,Frank Johnson,1982-1994,0,j,https://www.basketball-reference.com/players/j/johnsfr01.html,
1726,kaminfr01,Frank Kaminsky,2016-2019,1,k,https://www.basketball-reference.com/players/k/kaminfr01.html,
1727,kendrfr01,Frank Kendrick,1975,0,k,https://www.basketball-reference.com/players/k/kendrfr01.html,
1728,kornefr01,Frank Kornet,1990-1991,0,k,https://www.basketball-reference.com/players/k/kornefr01.html,
1729,kudelfr01,Frank Kudelka,1950-1953,0,k,https://www.basketball-reference.com/players/k/kudelfr01.html,
1730,mangifr01,Frank Mangiapane,1947,0,m,https://www.basketball-reference.com/players/m/mangifr01.html,
1731,masonfr01,Frank Mason III,2018-2019,1,m,https://www.basketball-reference.com/players/m/masonfr01.html,
1732,ntilila01,Frank Ntilikina,2018-2019,1,n,https://www.basketball-reference.com/players/n/ntilila01.html,
1733,oleynfr01,Frank Oleynick,1976-1977,0,o,https://www.basketball-reference.com/players/o/oleynfr01.html,
1734,radovfr01,Frank Radovich,1962,0,r,https://www.basketball-reference.com/players/r/radovfr01.html,
1735,ramsefr01,Frank Ramsey,1955-1964,0,r,https://www.basketball-reference.com/players/r/ramsefr01.html,
1736,reddofr01,Frank Reddout,1954,0,r,https://www.basketball-reference.com/players/r/reddofr01.html,
1737,russefr01,Frank Russell,1973,0,r,https://www.basketball-reference.com/players/r/russefr01.html,
1738,schadfr01,Frank Schade,1973,0,s,https://www.basketball-reference.com/players/s/schadfr01.html,
1739,selvyfr01,Frank Selvy,1955-1964,0,s,https://www.basketball-reference.com/players/s/selvyfr01.html,
1740,willifr02,Frank Williams,2003-2005,0,w,https://www.basketball-reference.com/players/w/willifr02.html,
1741,baumhfr01,Frankie Baumholtz,1947,0,b,https://www.basketball-reference.com/players/b/baumhfr01.html,
1742,brianfr01,Frankie Brian,1950-1956,0,b,https://www.basketball-reference.com/players/b/brianfr01.html,
1743,kingfr01,Frankie King,1996-1997,0,k,https://www.basketball-reference.com/players/k/kingfr01.html,
1744,sandefr01,Frankie Sanders,1979-1981,0,s,https://www.basketball-reference.com/players/s/sandefr01.html,
1745,edwarfr01,Franklin Edwards,1982-1988,0,e,https://www.basketball-reference.com/players/e/edwarfr01.html,
1746,brownfr01,Fred Brown,1972-1984,0,b,https://www.basketball-reference.com/players/b/brownfr01.html,
1747,cartefr01,Fred Carter,1970-1977,0,c,https://www.basketball-reference.com/players/c/cartefr01.html,
1748,chrisfr01,Fred Christ,1955,0,c,https://www.basketball-reference.com/players/c/chrisfr01.html,
1749,cofiefr01,Fred Cofield,1986-1987,0,c,https://www.basketball-reference.com/players/c/cofiefr01.html,
1750,diutefr01,Fred Diute,1955,0,d,https://www.basketball-reference.com/players/d/diutefr01.html,
1751,fostefr01,Fred Foster,1969-1977,0,f,https://www.basketball-reference.com/players/f/fostefr01.html,
1752,hetzefr01,Fred Hetzel,1966-1971,0,h,https://www.basketball-reference.com/players/h/hetzefr01.html,
1753,hiltofr01,Fred Hilton,1972-1973,0,h,https://www.basketball-reference.com/players/h/hiltofr01.html,
1754,hoibefr01,Fred Hoiberg,1996-2005,0,h,https://www.basketball-reference.com/players/h/hoibefr01.html,
1755,jacobfr01,Fred Jacobs,1947,0,j,https://www.basketball-reference.com/players/j/jacobfr01.html,
1756,jonesfr01,Fred Jones,2003-2009,0,j,https://www.basketball-reference.com/players/j/jonesfr01.html,
1757,lacoufr01,Fred LaCour,1961-1963,0,l,https://www.basketball-reference.com/players/l/lacoufr01.html,
1758,painefr01,Fred Paine,1949,0,p,https://www.basketball-reference.com/players/p/painefr01.html,
1759,roberfr01,Fred Roberts,1984-1997,0,r,https://www.basketball-reference.com/players/r/roberfr01.html,
